,date,age,gender,armed,race,city,state,flee,body_camera,signs_of_mental_illness,police_departments_involved,year
8418,2023-04-16,35.0,male,knife,Unknown,Albuquerque,NM,not,True,True,"Bernalillo County Sheriff's Department, NM",2023.0
8419,2023-04-17,37.40950678304764,male,gun,Unknown,Alexandria,LA,foot,False,False,"Alexandria Police Department, LA",2023.0
8421,2023-04-18,38.0,male,gun,Black,Jacksonville,FL,car,False,False,"Jacksonville Sheriff's Office, FL",2023.0
8423,2023-04-18,52.0,male,other,White,Kent,WA,not,False,False,"Kent Police Department, WA",2023.0
8424,2023-04-19,43.0,male,gun,Black,Kansas City,MO,not,False,False,"Kansas City Police Department, MO",2023.0
8427,2023-04-20,46.0,male,gun,Black,Indianapolis,IN,car,True,False,"Indianapolis Police Department, IN",2023.0
8431,2023-04-22,27.0,male,vehicle,Hispanic,Mena,AR,car,False,False,"Mena Police Department, AR",2023.0
8433,2023-04-22,64.0,male,gun,Unknown,Mesquite,TX,not,True,False,"Mesquite Police Department, TX",2023.0
8436,2023-04-23,39.0,male,knife,Unknown,Lithia Springs,GA,not,False,False,"Douglas County Sheriff's Department, GA",2023.0
8437,2023-04-23,33.0,male,unknown,Black,Shreveport,LA,not,False,False,"Shreveport Police Department, LA",2023.0
8439,2023-04-24,27.0,male,knife,White,St. Ignatius,MT,not,False,False,"Lake County Sheriff's Office, MT",2023.0
8443,2023-04-24,40.0,male,gun,White,Weldon Spring,MO,foot,True,False,"St. Charles Police Department, MO",2023.0
8444,2023-04-26,64.0,male,gun,White,Perris,CA,car,True,False,"Riverside County Sheriff's Department, CA",2023.0
8445,2023-04-26,32.0,male,gun,White,Placerville,CA,not,False,False,"El Dorado County Sheriff's Office, CA",2023.0
8446,2023-04-26,53.0,male,gun,White,Missouri City,TX,not,False,False,"Missouri City Police Department, TX",2023.0
8448,2023-04-27,66.0,male,gun,White,North Ogden,UT,not,True,False,"North Ogden Police Department, UT",2023.0
8449,2023-04-27,39.0,male,gun,White,Bynum,TX,not,False,False,"Hill County Sheriff's Department, TX",2023.0
8450,2023-04-27,34.0,male,gun,Black,Atlanta,GA,foot,False,False,"Atlanta Police Department, GA",2023.0
8451,2023-04-27,33.0,male,gun,Asian,Minneapolis,MN,not,False,False,"Federal Bureau of Investigation, MN",2023.0
8454,2023-04-28,24.0,male,knife,Unknown,Oxnard,CA,not,True,False,"Oxnard Police Department, CA",2023.0
8455,2023-04-28,52.0,male,gun,Unknown,Ozark,MO,not,False,False,"Christian County Sheriff's Office, MO",2023.0
8456,2023-04-28,20.0,male,gun,Hispanic,Dallas,TX,foot,True,False,"Dallas Police Department, TX",2023.0
8459,2023-04-29,23.0,male,gun,Unknown,Happy Valley,OR,car,False,False,"Clackamas County Sheriff's Office, OR",2023.0
8460,2023-04-29,17.0,male,gun,Hispanic,Winton,CA,other,False,False,"Merced County Sheriff's Department, CA",2023.0
8461,2023-04-30,40.0,male,knife,Unknown,Molokai,HI,not,True,True,"Maui Police Department, HI",2023.0
8462,2023-05-01,35.0,male,gun,White,Lincoln,NE,not,False,False,"Lincoln Police Department, NE;Nebraska State Patrol, NE",2023.0
8464,2023-05-01,47.0,male,gun,Unknown,Cordova,AL,not,False,False,"Gardendale Police Department, AL",2023.0
8465,2023-05-01,33.0,male,gun,White,Hardeeville,SC,car,False,False,"Hardeeville Police Department, SC;Jasper County Sheriff's Office, SC",2023.0
8467,2023-05-02,39.0,male,gun,White,San Antonio,TX,not,True,False,"Bexar County Sheriff's Office, TX",2023.0
8469,2023-05-03,29.0,male,gun,Black,Newark,NJ,foot,True,False,"Newark Police Department, NJ",2023.0
8471,2023-05-03,39.0,male,gun,Unknown,Yakima,WA,not,False,True,"Yakima Police Department, WA",2023.0
8473,2023-05-03,38.0,male,gun,Black,Sanford,FL,not,False,False,"Sanford Police Department, FL;Seminole County Sheriff's Office, FL",2023.0
8474,2023-05-04,33.0,male,gun,Black,Philadelphia,PA,foot,True,False,"Philadelphia Police Department, PA",2023.0
8477,2023-05-05,42.0,male,knife,Hispanic,McKinney,TX,not,False,False,"McKinney Police Department, TX",2023.0
8478,2023-05-05,32.0,male,gun,Hispanic,Los Angeles,CA,other,False,False,"Los Angeles Police Department, CA",2023.0
8482,2023-05-07,45.0,male,gun,White,Wichita Falls,TX,car,False,False,"Archer County Sheriff's Office, TX",2023.0
8483,2023-05-07,37.40950678304764,male,gun,Unknown,Plant City,FL,not,False,True,"Plant City Police Department, FL",2023.0
8484,2023-05-07,43.0,male,gun,Black,Round Rock,TX,car,False,False,"Texas Department of Public Safety, TX",2023.0
8485,2023-05-07,53.0,male,knife,White,Pensacola,FL,not,False,False,"Escambia County Sheriff's Office, FL",2023.0
8487,2023-05-08,37.40950678304764,male,gun,Unknown,Tuba City,AZ,not,False,False,"Navajo Nation Police Department, AZ",2023.0
8488,2023-05-08,30.0,male,gun,White,High Point,NC,not,True,False,"High Point Police Department, NC",2023.0
8491,2023-05-08,49.0,male,gun,Black,Detroit,MI,car,False,False,"Southfield Police Department, MI",2023.0
8492,2023-05-08,37.40950678304764,male,knife,Unknown,Burlington,NC,not,False,False,"Alamance County Sheriff's Office, NC",2023.0
8493,2023-05-09,28.0,male,undetermined,Hispanic,Tempe,AZ,foot,True,False,"Tempe Police Department, AZ",2023.0
8497,2023-05-11,30.0,male,gun,Black,Denham Springs,LA,car,False,False,"Livingston Parish Sheriff's Office, LA",2023.0
8498,2023-05-11,38.0,male,"gun,vehicle",Black,Alexandria,VA,car,True,False,"Fairfax County Police Department, VA",2023.0
8499,2023-05-12,77.0,male,gun,White,Santa Fe,NM,not,False,True,"Santa Fe Police Department, NM",2023.0
8503,2023-05-13,57.0,male,gun,Hispanic,Fort Worth,TX,not,True,False,"Fort Worth Police Department, TX",2023.0
8504,2023-05-13,35.0,male,knife,White,Houston,TX,not,True,False,"Houston Police Department, TX",2023.0
8505,2023-05-15,45.0,male,"gun,knife",Unknown,Kimberly,ID,not,False,False,"Twin Falls County Sheriff's Office, ID;Twin Falls Police Department, ID",2023.0
8506,2023-05-15,18.0,male,gun,Unknown,Farmington,NM,foot,True,False,"Farmington Police Department, NM",2023.0
8507,2023-05-15,27.0,male,gun,Black,West Palm Beach,FL,not,False,False,"West Palm Beach Police Department, FL",2023.0
8508,2023-05-16,59.0,male,knife,Hispanic,Caruthers,CA,not,False,False,"Fresno County Sheriff's Office, CA",2023.0
8509,2023-05-16,43.0,female,knife,Unknown,North Las Vegas,NV,not,False,False,"North Las Vegas Police Department, NV",2023.0
8512,2023-05-17,86.0,male,gun,Unknown,Mequon,WI,not,False,False,"Mequon Police Department, WI",2023.0
8514,2023-05-18,58.0,male,unarmed,Native American,Tohono O'odham Nation Reservation,AZ,not,True,False,"U.S. Customs and Border Patrol, AZ",2023.0
8515,2023-05-18,37.40950678304764,male,knife,Unknown,Bastrop,LA,not,False,False,"Bastrop Police Department, LA",2023.0
8517,2023-05-19,42.0,male,knife,White,Albuquerque,NM,not,False,True,"Albuquerque Police Department, NM",2023.0
8518,2023-05-19,34.0,male,gun,White,Everett,WA,foot,False,False,"Everett Police Department, WA;Lynnwood Police Department, WA;Snohomish County Sheriff's Office, WA",2023.0
8519,2023-05-19,40.0,male,gun,Hispanic,San Francisco,CA,not,True,False,"San Francisco Police Department, CA",2023.0
8520,2023-05-19,23.0,male,knife,Hispanic,Midland,TX,not,False,False,"Midland Police Department, TX",2023.0
8527,2023-05-21,39.0,male,gun,White,Trinidad,CO,foot,True,False,"Trinidad Police Department, CO",2023.0
8528,2023-05-22,32.0,male,gun,White,Reading,OH,car,False,False,"Amberley Village Police Department, OH",2023.0
8529,2023-05-22,63.0,male,gun,White,Sebring,FL,not,False,False,"Highlands County Sheriff's Department, FL",2023.0
8530,2023-05-22,38.0,male,gun,Black,Racine,WI,foot,True,False,"Mount Pleasant Police Department, WI;Racine Police Department, WI",2023.0
8531,2023-05-23,23.0,male,gun,Black,Covington,GA,not,False,False,"Covington Police Department, GA",2023.0
8532,2023-05-23,23.0,male,gun,Native American,Clifton Park,NY,not,False,False,"Saratoga County Sheriff's Department, NY",2023.0
8533,2023-05-23,53.0,male,vehicle,Hispanic,Donna,TX,not,False,False,"Hidalgo County Sheriff's Office, TX",2023.0
8535,2023-05-23,68.0,male,gun,Unknown,Columbia,MS,not,True,False,"Marion County Sheriff's Office, MS",2023.0
8537,2023-05-24,44.0,female,gun,Unknown,Oklahoma City,OK,car,False,False,"U.S. Marshals Service, OK",2023.0
8538,2023-05-24,38.0,male,gun,Unknown,Geneva,IL,car,False,False,"Kane County Sheriff's Office, IL",2023.0
8539,2023-05-24,52.0,male,gun,White,Johnston,RI,car,True,False,"Cranston Police Department, RI;Providence Police Department, RI",2023.0
8542,2023-05-25,38.0,male,gun,Hispanic,Mission,TX,car,False,False,"Mission Police Department, TX",2023.0
8543,2023-05-25,48.0,male,blunt_object,White,Kernersville,NC,other,False,False,"Forsyth County Sheriff's Department, NC",2023.0
8545,2023-05-27,42.0,male,gun,Hispanic,San Antonio,TX,not,True,False,"San Antonio Police Department, TX",2023.0
8546,2023-05-27,36.0,male,gun,Black,Lithonia,GA,not,False,False,"DeKalb County Police Department, GA",2023.0
8547,2023-05-27,47.0,male,knife,Hispanic,Burbank,CA,not,True,False,"Burbank Police Department, CA",2023.0
8548,2023-05-28,47.0,male,knife,Unknown,Fox Lake,IL,not,False,False,"Fox Lake Police Department, IL",2023.0
8549,2023-05-28,46.0,male,unarmed,White,Kennett,MO,other,False,False,"Kennett Police Department, MO",2023.0
8550,2023-05-29,58.0,male,knife,Black,Landrum,SC,not,False,True,"Landrum Police Department, SC;Spartanburg County Sheriff's Department, SC",2023.0
8552,2023-05-30,29.0,male,knife,Unknown,Sparks,NV,foot,True,False,"Sparks Police, NV",2023.0
8553,2023-05-30,43.0,male,gun,White,Vancouver,WA,foot,False,False,"Clark County Sheriff's Department, WA;Vancouver Police Department, WA",2023.0
8554,2023-05-30,25.0,male,gun,Native American,Rapid City,SD,foot,True,False,"Rapid City Police Department, SD",2023.0
8556,2023-05-31,67.0,male,gun,White,Salinas,CA,not,False,True,"Monterey County Sheriff's Office, CA;Salinas Police Department, CA",2023.0
8557,2023-05-31,36.0,male,gun,White,Philadelphia,PA,not,False,False,"Philadelphia Police Department, PA",2023.0
8559,2023-06-01,37.0,male,gun,Black,Nashville,TN,foot,True,False,"Metropolitan Nashville Police Department, TN",2023.0
8560,2023-06-01,59.0,male,gun,White,Denton,NC,foot,False,False,"Davidson County Sheriff's Office, NC",2023.0
8561,2023-06-01,14.0,male,replica,Black,Aurora,CO,foot,True,False,"Aurora Police Department, CO",2023.0
8562,2023-06-01,22.0,male,gun,White,Brandon,MS,not,False,False,"Brandon Police Department, MS;Madison Police Department, MS",2023.0
8563,2023-06-01,40.0,male,knife,White,Amherst County,VA,not,True,False,"Amherst County Sheriff's Office, VA",2023.0
8564,2023-06-01,21.0,male,gun,Black,Blue Island,IL,not,False,False,"Blue Island Police Department, IL",2023.0
8565,2023-06-03,33.0,male,undetermined,White,Boerne,TX,not,False,False,"Bexar County Sheriff's Office, TX",2023.0
8566,2023-06-03,51.0,male,gun,White,Myrtle,MS,not,False,False,"Union County Sheriff's Department, MS",2023.0
8567,2023-06-03,42.0,male,replica,White,Star Prairie,WI,not,True,False,"New Richmond Police Department, WI;St. Croix County Sheriff's Office, WI",2023.0
8568,2023-06-03,58.0,male,knife,White,Olathe,KS,not,True,True,"Olathe Police Department, KS",2023.0
8569,2023-06-03,41.0,male,gun,Hispanic,Ocala,FL,not,False,True,"Ocala Police Department, FL",2023.0
8570,2023-06-03,33.0,male,knife,Hispanic,Harvard,IL,not,True,False,"Harvard Police Department, IL",2023.0
8571,2023-06-04,20.0,male,gun,Black,Stockton,CA,not,True,False,"Stockton Police Department, CA",2023.0
8572,2023-06-04,35.0,male,knife,White,Harrisonburg,VA,not,True,True,"Rockingham County Sheriff's Office, VA",2023.0
8573,2023-06-04,30.0,male,gun,White,Spokane,WA,not,True,False,"Spokane County Sheriff's Department, WA",2023.0
8575,2023-06-04,31.0,male,gun,Unknown,Kennewick,WA,car,False,False,"Benton County Sheriff's Office, WA",2023.0
8576,2023-06-04,19.0,male,replica,Hispanic,San Diego,CA,not,True,False,"San Diego Police Department, CA",2023.0
8577,2023-06-04,52.0,male,gun,White,Eldersburg,MD,not,True,True,"Maryland State Police, MD",2023.0
8580,2023-06-06,18.0,male,unarmed,Black,Metairie,LA,car,True,False,"Jefferson Parish Sheriff's Office, LA",2023.0
8581,2023-06-07,37.40950678304764,male,gun,Unknown,Conifer,CO,not,False,True,"Jefferson County Sheriff's Department, CO",2023.0
8582,2023-06-07,41.0,male,gun,White,Canton,OH,not,True,False,"Canton Police Department, OH",2023.0
8583,2023-06-07,18.0,male,undetermined,Black,Rantoul,IL,foot,True,False,"Rantoul Police Department, IL",2023.0
8584,2023-06-07,20.0,male,gun,Hispanic,Reedley,CA,foot,False,False,"Reedley Police Department, CA",2023.0
8585,2023-06-07,35.0,male,gun,White,Denver,CO,not,False,False,"Denver Police Department, CO",2023.0
8589,2023-06-10,39.0,male,gun,Unknown,Chefornak,AK,not,False,False,"Chefornak Tribal Police Department, AK",2023.0
8591,2023-06-10,28.0,male,gun,White,Georgetown Township,MI,not,False,False,"Ottawa County Sheriff's Department, MI",2023.0
8592,2023-06-11,34.0,male,gun,White,Kenly,NC,not,False,False,"North Carolina State Police, NC",2023.0
8593,2023-06-11,73.0,male,gun,White,Cape Coral,FL,not,True,False,"Cape Coral Police Department, FL",2023.0
8594,2023-06-12,58.0,male,gun,White,Gainesville,FL,not,False,True,"Alachua County Sheriff's Office, FL",2023.0
8595,2023-06-12,35.0,male,gun,White,Greeley,CO,not,True,False,"Greeley Police Department, CO",2023.0
8598,2023-06-13,46.0,female,knife,White,Lenoir,NC,not,False,False,"Lenoir Police Department, NC",2023.0
8599,2023-06-13,23.0,male,gun,Hispanic,Ogden,UT,car,True,False,"Ogden Police Department, UT",2023.0
8600,2023-06-14,37.40950678304764,male,blunt_object,Asian,Midway City,CA,not,True,False,"Orange County Sheriff's Department, CA",2023.0
8601,2023-06-14,45.0,male,gun,White,Terre Haute,IN,not,True,True,"Vigo County Sheriff's Office, IN",2023.0
8603,2023-06-15,37.40950678304764,male,undetermined,Unknown,Kaibeto,AZ,not,False,False,"Navajo Nation Police Department, AZ",2023.0
8604,2023-06-16,61.0,male,vehicle,White,Genoa,WI,car,True,False,"Vernon County Sheriff's Office, WI",2023.0
8607,2023-06-17,15.0,male,gun,Hispanic,Caldwell,TX,foot,False,False,"Caldwell Police Department, TX",2023.0
8608,2023-06-18,27.0,male,gun,Black,Bishopville,SC,not,False,False,"Lee County Sheriff's Office, SC",2023.0
8611,2023-06-19,75.0,male,gun,White,Mountain Home,TX,not,False,False,"Texas Department of Public Safety, TX;Texas Parks and Wildlife Department, TX",2023.0
8612,2023-06-19,39.0,male,gun,White,Windsor,CO,not,True,False,"Windsor Police Department, CO",2023.0
8614,2023-06-19,21.0,male,gun,White,Louisville,KY,not,True,False,"Louisville Metro Police Department, KY",2023.0
8615,2023-06-19,38.0,male,vehicle,White,Fair Haven,VT,car,False,False,"Fair Haven Police Department, VT",2023.0
8616,2023-06-20,31.0,male,undetermined,White,Avon Park,FL,other,False,False,"Highlands County Sheriff's Department, FL",2023.0
8617,2023-06-20,30.0,male,replica,White,Sheffield,IA,not,True,False,"Franklin County Sheriff's Office, IA",2023.0
8619,2023-06-21,29.0,male,gun,Black,West Columbia,SC,not,False,True,"Lexington County Sheriff's Department, SC",2023.0
8620,2023-06-22,37.0,male,gun,Unknown,Porterville,CA,not,False,False,"Porterville Police Department, CA",2023.0
8621,2023-06-22,51.0,male,gun,White,Greensboro,NC,not,False,False,"Greensboro Police Department, NC",2023.0
8622,2023-06-22,37.0,male,knife,Asian,San Francisco,CA,not,True,False,"San Francisco Police Department, CA",2023.0
8623,2023-06-23,37.0,male,gun,White,Las Vegas,NV,car,True,False,"Las Vegas Metropolitan Police Department, NV",2023.0
8625,2023-06-23,46.0,female,blunt_object,Hispanic,San Antonio,TX,foot,True,True,"San Antonio Police Department, TX",2023.0
8626,2023-06-23,88.0,male,gun,White,Streetman,TX,not,False,False,"Freestone County Sheriff's Office, TX;Wortham Police Department, TX",2023.0
8627,2023-06-24,21.0,male,unarmed,Black,Memphis,TN,car,True,False,"Shelby County Sheriff's Office, TN",2023.0
8628,2023-06-24,41.0,male,gun,White,Albuquerque,NM,not,False,False,"Albuquerque Police Department, NM",2023.0
8629,2023-06-24,22.0,male,gun,White,Boise,ID,foot,True,False,"Boise Police Department, ID",2023.0
8630,2023-06-24,53.0,male,gun,White,Henderson,NV,foot,True,False,"Henderson Police Department, NV",2023.0
8631,2023-06-24,82.0,male,gun,Black,Weirton,WV,not,False,False,"Weirton Police Department, WV",2023.0
8633,2023-06-27,53.0,male,"gun,knife",White,Apache Junction,AZ,car,False,False,"Pinal County Sheriff's Department, AZ",2023.0
8634,2023-06-28,26.0,male,replica,White,Phoenix,AZ,foot,True,False,"Phoenix Police Department, AZ",2023.0
8635,2023-06-28,17.0,male,gun,Unknown,Maricopa,AZ,foot,True,False,"Maricopa Police Department, AZ",2023.0
8636,2023-06-28,54.0,male,gun,White,Ester,AK,not,False,False,"Alaska State Troopers, AK",2023.0
8637,2023-06-28,45.0,male,gun,Black,Los Angeles,CA,not,True,False,"Los Angeles Police Department, CA",2023.0
8638,2023-06-28,66.0,male,gun,Unknown,Point Richmond,CA,not,True,False,"Richmond Police Department, CA",2023.0
8641,2023-06-29,25.0,male,knife,Unknown,Albuquerque,NM,not,False,False,"Albuquerque Police Department, NM",2023.0
8642,2023-06-29,35.0,male,undetermined,Unknown,Montgomery,AL,car,False,False,"Alabama State Troopers, AL",2023.0
8643,2023-06-29,36.0,male,knife,White,Sanderson,FL,not,False,False,"Baker County Sheriff's Office, FL",2023.0
8644,2023-06-29,37.0,male,gun,Hispanic,Frostproof,FL,car,False,False,"Polk County Sheriff's Department, FL",2023.0
8645,2023-06-29,40.0,male,gun,Black,Baltimore,MD,car,True,False,"Baltimore City Police Department, MD",2023.0
8646,2023-06-29,42.0,male,gun,Black,Tampa,FL,car,True,False,"Tampa Police Department, FL",2023.0
8647,2023-06-30,41.0,male,knife,Asian,Greensboro,NC,foot,False,False,"Greensboro Police Department, NC",2023.0
8650,2023-06-30,38.0,male,unarmed,White,Clifton Forge,VA,not,False,False,"Clifton Forge Police Department, VA",2023.0
8651,2023-06-30,30.0,male,other,White,Fresno,CA,not,False,True,"Fresno County Sheriff's Office, CA",2023.0
8652,2023-07-01,26.0,male,gun,Unknown,Taos,NM,foot,False,False,"Taos Police Department, NM;Taos Pueblo Police Department, NM",2023.0
8653,2023-07-01,58.0,male,gun,White,Harts,WV,not,False,False,"West Virginia State Police, WV",2023.0
8656,2023-07-02,34.0,male,gun,Unknown,Anchorage,AK,not,False,False,"Anchorage Police Department, AK",2023.0
