,date,age,gender,armed,race,city,state,flee,body_camera,signs_of_mental_illness,police_departments_involved,year
1946,2016-12-28,28.0,male,knife,White,Spring Hill,TN,not,False,False,"Spring Hill Police Department, TN",2016.0
1947,2016-12-29,52.0,male,gun,Black,Chestertown,MD,not,True,False,"Queen Anne County Sheriff's Office, MD",2016.0
1948,2016-12-30,31.0,male,knife,White,Phoenix,AZ,foot,False,False,"Phoenix Police Department, AZ",2016.0
1949,2016-12-30,21.0,male,gun,Black,Miami,FL,car,False,False,"Miami-Dade Police Department, FL",2016.0
1950,2016-12-31,32.0,male,gun,White,Huntingdon County,PA,other,False,False,"Pennsylvania State Police, PA",2016.0
1951,2016-12-31,57.0,male,gun,Unknown,Pensacola,FL,not,False,False,"Pensacola Police Department, FL",2016.0
1952,2016-12-31,46.0,male,knife,White,Loxahatchee,FL,not,False,True,"Palm Beach County Sheriff's Department, FL",2016.0
1953,2016-12-31,33.0,male,unarmed,White,Mankato,MN,not,False,False,"Mankato Police Department, MN",2016.0
1955,2017-01-01,23.0,male,gun,Hispanic,Houston,TX,foot,False,False,"Harris County Sheriff's Office, TX",2017.0
1956,2017-01-01,35.0,male,gun,White,Woodstock,GA,car,False,False,"Woodstock Police Department, GA",2017.0
1957,2017-01-01,44.0,male,gun,Black,Springfield,MO,foot,False,True,"Springfield Police Department, MO",2017.0
1958,2017-01-01,17.0,male,knife,Black,Villa Park,IL,not,False,True,"DuPage County Sheriff's Office, IL",2017.0
1959,2017-01-01,42.0,male,gun,White,Springfield,OH,not,False,False,"Springfield Township Police (Hamilton Co.), OH",2017.0
1960,2017-01-03,63.0,male,knife,Black,Brooklyn,NY,not,False,True,"New York Police Department, NY",2017.0
1961,2017-01-03,53.0,male,gun,White,Gilmer,TX,not,True,True,"Upshur County Sheriff's Department, TX",2017.0
1962,2017-01-04,45.0,male,unknown,White,English,IN,car,False,False,"Harrison County Sheriff's Department, IN",2017.0
1963,2017-01-04,64.0,male,gun,White,Lancaster,KY,not,False,False,"Lincoln County Sheriff's Office, KY",2017.0
1964,2017-01-04,51.0,male,gun,Black,Pomona,CA,foot,False,False,"Pomona Police Department, CA",2017.0
1965,2017-01-04,18.0,male,gun,White,Brooklyn,NY,foot,False,False,"New York Police Department, NY",2017.0
1966,2017-01-05,41.0,male,gun,White,Monteagle,TN,not,False,True,"Monteagle Police Department, TN",2017.0
1967,2017-01-05,20.0,male,gun,Hispanic,Dinuba,CA,not,False,False,"Dinuba Police Department, CA",2017.0
1968,2017-01-06,23.0,male,knife,White,Sharon,PA,not,False,True,"Sharon Police Department, PA",2017.0
1969,2017-01-07,38.0,male,replica,Hispanic,Albuquerque,NM,not,False,False,"Albuquerque Police Department, NM",2017.0
1970,2017-01-07,50.0,male,gun,Hispanic,Independence,MO,not,False,True,"Independence Police Department, MO",2017.0
1972,2017-01-07,41.0,male,unarmed,White,Elkridge,MD,not,False,True,"Howard County Police Department, MD",2017.0
1973,2017-01-07,42.0,male,gun,White,Fairland,OK,other,False,False,"Ottawa County Sheriff's Department, OK",2017.0
1974,2017-01-07,25.0,male,knife,White,Princeton,WV,car,False,False,"West Virginia State Police, WV",2017.0
1975,2017-01-08,44.0,male,knife,White,Cumming,GA,not,False,True,"Forsyth County Sheriff's Department, GA",2017.0
1976,2017-01-09,21.0,male,gun,Black,St. Louis,MO,car,False,False,"St. Louis County Police Department, MO",2017.0
1977,2017-01-09,38.0,male,unarmed,Black,Phoenix,AZ,foot,True,False,"Phoenix Police Department, AZ",2017.0
1978,2017-01-10,23.0,male,unarmed,Black,Reagan,TN,not,False,False,"Henderson County Sheriff's Department, TN",2017.0
1979,2017-01-10,32.0,male,knife,White,Los Angeles,CA,not,False,False,"Los Angeles Police Department, CA",2017.0
1980,2017-01-11,38.0,male,gun,Hispanic,Camden,NJ,not,False,False,"Camden County Police Department, NJ",2017.0
1981,2017-01-11,41.0,male,gun,Other,Lake Elsinore,CA,other,False,False,"Riverside County Sheriff's Department, CA",2017.0
1982,2017-01-11,41.0,male,blunt_object,White,Austin,MN,not,False,False,"Austin Police Department, MN;Mower County Sheriff's Department, MN",2017.0
1983,2017-01-12,26.0,male,knife,White,Pearisburg,VA,not,False,True,"Giles County Sheriff's Office, VA",2017.0
1984,2017-01-12,20.0,male,gun,Native American,Vineland,MN,not,False,False,"Mille Lacs County Sheriff's Office, MN",2017.0
1985,2017-01-12,54.0,male,gun,White,Ocala,FL,not,False,True,"Ocala Police Department, FL",2017.0
1987,2017-01-14,28.0,male,knife,Black,New York,NY,not,False,False,"New York Police Department, NY",2017.0
1988,2017-01-14,47.0,male,gun,White,Austin,TX,foot,False,False,"Austin Police Department, TX",2017.0
1989,2017-01-15,33.0,male,knife,White,Spokane,WA,foot,True,False,"Spokane Police Department, WA",2017.0
1990,2017-01-15,34.0,male,gun,Black,Chicago,IL,foot,False,False,"Chicago Police Department, IL",2017.0
1991,2017-01-15,37.0,female,knife,Asian,Long Beach,CA,not,False,True,"Long Beach Police Department, CA",2017.0
1992,2017-01-15,48.0,male,gun,White,Azusa,CA,not,False,False,"Azusa Police Department, CA",2017.0
1993,2017-01-16,32.0,male,"gun,knife",Asian,Herndon,VA,not,False,False,"Fairfax County Police Department, VA",2017.0
1994,2017-01-16,43.0,male,"knife,blunt_object",White,Fulton,KY,not,False,False,"Fulton Police Department, KY",2017.0
1995,2017-01-16,36.0,male,gun,White,Tyrone,GA,other,False,False,"Coweta County Sheriff's Department, GA;Fayette County Sheriff's Office, GA;Georgia State Police, GA",2017.0
1996,2017-01-17,46.0,male,gun,Hispanic,Little Elm,TX,not,False,True,"Little Elm Police Department, TX",2017.0
1997,2017-01-17,39.0,male,gun,Hispanic,Twentynine Palms,CA,not,False,False,"San Bernardino County Sheriff's Department, CA",2017.0
1998,2017-01-17,29.0,male,gun,White,Soddy-Daisy,TN,car,False,True,"Hamilton County Sheriff's Office, TN",2017.0
1999,2017-01-18,28.0,male,gun,Native American,Grand Forks,ND,not,False,False,"Rolette County Sheriff's Office, ND",2017.0
2000,2017-01-18,19.0,male,gun,Black,Gary,IN,car,False,False,"Lake County Sheriff's Office, IN",2017.0
2001,2017-01-18,50.0,male,knife,White,Los Angeles,CA,car,False,False,"El Segundo Police Department, CA",2017.0
2002,2017-01-18,21.0,female,unarmed,White,Dallas,TX,car,True,False,"Dallas Police Department, TX",2017.0
2003,2017-01-18,40.0,male,blunt_object,White,Watts,OK,not,False,False,"Adair County Sheriff's Office, OK",2017.0
2004,2017-01-18,16.0,male,knife,Hispanic,Salinas,CA,not,True,False,"Salinas Police Department, CA",2017.0
2005,2017-01-19,44.0,male,gun,Hispanic,Fritch,TX,foot,False,False,"Hutchinson County Sheriff's Office, TX",2017.0
2006,2017-01-19,49.0,male,gun,White,Woodford,VA,not,False,True,"Caroline County Sheriff's Department, VA",2017.0
2007,2017-01-19,25.0,male,knife,White,Florissant,MO,not,False,True,"Florissant Police Department, MO",2017.0
2008,2017-01-20,39.0,male,gun,White,Gainesville,FL,not,False,True,"Alachua County Sheriff's Office, FL",2017.0
2009,2017-01-21,50.0,male,knife,White,Jean,NV,not,False,True,"Las Vegas Metropolitan Police Department, NV",2017.0
2010,2017-01-21,44.0,male,gun,Black,Greenville,MS,not,False,False,"Greenville Police Department, MS",2017.0
2011,2017-01-22,33.0,male,gun,Hispanic,Carson,CA,not,False,False,"Long Beach Police Department, CA",2017.0
2012,2017-01-22,57.0,male,gun,Black,Pittsburgh,PA,not,False,False,"Pittsburgh Police Department, PA",2017.0
2013,2017-01-22,57.0,male,gun,White,Waldoboro,ME,not,False,False,"Waldoboro Police Department, ME",2017.0
2014,2017-01-23,25.0,male,knife,Black,Kenner,LA,not,False,True,"Kenner Police Department, LA",2017.0
2015,2017-01-23,60.0,male,gun,White,Wilmington,DE,not,False,True,"Wilmington Police Department, DE",2017.0
2016,2017-01-23,27.0,male,unarmed,White,Springfield,IL,not,True,True,"Springfield Police Department, IL",2017.0
2017,2017-01-23,52.0,male,gun,White,Brooklet,GA,foot,False,False,"Bulloch County Sheriff's Office, GA",2017.0
2018,2017-01-23,21.0,male,knife,Hispanic,Vallejo,CA,not,True,False,"Vallejo Police Department, CA",2017.0
2019,2017-01-24,32.0,male,unarmed,Hispanic,Kuna,ID,other,True,False,"Ada County Sheriff's Office, ID;Boise Police Department, ID;Meridian Police Department, ID",2017.0
2020,2017-01-24,18.0,male,gun,Hispanic,Lancaster City,PA,not,False,False,"Lancaster City Bureau of Police, PA",2017.0
2021,2017-01-24,30.0,male,unarmed,White,Algoma Township,MI,not,False,True,"Kent County Sheriff's Office, MI",2017.0
2022,2017-01-24,29.0,male,knife,Hispanic,Las Cruces,NM,foot,True,True,"Las Cruces Police Department, NM",2017.0
2023,2017-01-24,27.0,male,gun,Hispanic,Bakersfield,CA,other,False,False,"Bakersfield Police Department, CA",2017.0
2024,2017-01-24,26.0,male,gun,Black,New Orleans,LA,car,True,False,"New Orleans Police Department, LA",2017.0
2025,2017-01-24,22.0,male,unarmed,White,Sugar Creek,MO,car,False,False,"Independence Police Department, MO",2017.0
2026,2017-01-24,34.0,male,gun,Hispanic,Atascadero,CA,not,False,False,"San Luis Obispo County Sheriff's Office, CA",2017.0
2027,2017-01-25,50.0,male,gun,White,Millston,WI,not,True,True,"Jackson County Sheriff's Office, WI",2017.0
2028,2017-01-25,54.0,male,gun,Black,Southaven,MS,not,False,False,"DeSoto County Sheriff's Department, MS",2017.0
2030,2017-01-26,34.0,male,blunt_object,White,Madison Township,OH,not,False,False,"Madison Township Police (Franklin Co.), OH",2017.0
2031,2017-01-26,24.0,male,gun,Black,Atlanta,GA,car,True,False,"Atlanta Police Department, GA",2017.0
2032,2017-01-26,59.0,male,gun,White,Overlea,MD,not,True,True,"Baltimore County Police Department, MD",2017.0
2033,2017-01-26,28.0,male,gun,Hispanic,Charlotte,NC,car,False,False,"Charlotte Mecklenburg Police Department, NC",2017.0
2034,2017-01-27,25.0,male,gun,Hispanic,Alhambra,CA,not,True,True,"Alhambra Police Department, CA",2017.0
2035,2017-01-28,45.0,male,gun,White,Apache Junction,AZ,not,False,False,"Apache Junction Police Department, AZ",2017.0
2036,2017-01-28,48.0,male,replica,White,Eau Claire,WI,not,False,True,"Eau Claire Police Department, WI",2017.0
2037,2017-01-28,17.0,male,gun,Black,Des Moines,WA,not,False,False,"King County Sheriff's Office, WA",2017.0
2038,2017-01-28,25.0,male,gun,Hispanic,Fort Stockton,TX,car,False,False,"Brewster County Sheriff's Department, TX",2017.0
2039,2017-01-29,18.0,male,unarmed,Hispanic,Santa Ana,CA,foot,False,False,"Santa Ana Police Department, CA",2017.0
2040,2017-01-29,53.0,male,other,Unknown,Oakdale,CT,not,False,True,"Montville Police Department, CT",2017.0
2041,2017-01-30,42.0,male,blunt_object,White,Modesto,CA,not,False,False,"Modesto Police Department, CA",2017.0
2042,2017-01-30,45.0,male,"gun,knife",Hispanic,Fresno,CA,not,False,True,"Fresno County Sheriff's Office, CA",2017.0
2043,2017-01-30,36.0,male,knife,White,Lynnwood,WA,not,False,True,"Lynnwood Police Department, WA",2017.0
2044,2017-01-30,50.0,male,gun,Black,Kiowa,OK,not,False,False,"Kiowa Police Department, OK",2017.0
2045,2017-01-31,37.0,male,knife,Black,Hollywood,CA,not,False,True,"Los Angeles Police Department, CA",2017.0
2047,2017-02-01,23.0,male,vehicle,Black,Arlington,TX,car,False,False,"Arlington Police Department, TX",2017.0
2048,2017-02-02,18.0,male,gun,Hispanic,Wichita Falls,TX,not,False,False,"Wichita Falls Police Department, TX",2017.0
2049,2017-02-02,57.0,male,gun,White,Orange Park,FL,not,False,False,"Clay County Sheriff's Office, FL",2017.0
2050,2017-02-02,26.0,male,replica,White,Geneva,WI,not,False,False,"Elkhorn Police Department, WI;Walworth County Sheriff's Office, WI",2017.0
2051,2017-02-03,45.0,male,gun,White,Irving,TX,not,False,False,"Irving Police Department, TX",2017.0
2053,2017-02-03,38.0,male,gun,White,Grafton,WV,not,False,False,"Grafton Police Department, WV",2017.0
2054,2017-02-03,22.0,male,gun,Black,Rowland,NC,car,False,False,"North Carolina State Highway Patrol, NC",2017.0
2055,2017-02-03,33.0,male,gun,White,Hickory,NC,not,True,False,"Hickory Police Department, NC",2017.0
2056,2017-02-03,41.0,male,gun,Asian,Panhandle,TX,not,False,False,"Texas Department of Public Safety, TX",2017.0
2057,2017-02-03,27.0,male,gun,Hispanic,Olympic Valley,CA,car,False,False,"California Highway Patrol, CA",2017.0
2058,2017-02-04,23.0,male,unarmed,Hispanic,Moultrie,GA,not,False,False,"Colquitt County Sheriff's Office, GA",2017.0
2059,2017-02-04,56.0,male,gun,White,DeLand,FL,not,False,True,"Lake County Sheriff's Office, FL",2017.0
2060,2017-02-04,68.0,male,gun,Black,Kansas City,MO,not,False,False,"Kansas City Police Department, MO",2017.0
2062,2017-02-05,41.0,male,gun,Black,Englewood,OH,not,True,True,"Englewood Police Department, OH",2017.0
2063,2017-02-05,45.0,male,unarmed,Black,Fremont,CA,not,False,True,"Fremont Police Department, CA",2017.0
2064,2017-02-06,50.0,male,gun,Black,Commerce City,CO,not,False,True,"Commerce City Police Department, CO",2017.0
2065,2017-02-06,22.0,male,replica,Black,Jacksonville,FL,not,False,False,"Jacksonville Sheriff's Office, FL",2017.0
2066,2017-02-06,52.0,male,knife,Hispanic,Santa Monica,CA,foot,False,True,"California Highway Patrol, CA",2017.0
2068,2017-02-07,34.0,male,gun,White,Howland Township,OH,not,False,False,"Howland Township Police Department, OH",2017.0
2069,2017-02-07,18.0,male,gun,Black,Baltimore,MD,other,True,False,"Baltimore Police Department, MD",2017.0
2070,2017-02-07,35.0,male,gun,White,Mt. Pleasant,TN,car,False,True,"Mt. Pleasant Police Department, TN",2017.0
2071,2017-02-07,18.0,male,blunt_object,White,Jackson County,AL,not,False,False,"Jackson County Sheriff's Office, AL",2017.0
2072,2017-02-08,25.0,male,unarmed,Black,Chicago,IL,foot,False,False,"Amtrak Police Department, IL",2017.0
2074,2017-02-08,29.0,male,gun,White,Brookville,IN,not,False,False,"Brookville Police Department, IN;Franklin County Sheriff's Department, IN",2017.0
2076,2017-02-09,17.0,male,replica,Black,Portland,OR,foot,False,False,"Portland Police Department, OR",2017.0
2077,2017-02-09,33.0,male,knife,Hispanic,Lake Stevens,WA,not,False,True,"Lake Stevens Police Department, WA",2017.0
2078,2017-02-09,26.0,male,unarmed,White,Geneva Township,OH,not,False,False,"Ashtabula County Sheriff's Office, OH",2017.0
2079,2017-02-10,23.0,male,gun,Black,Bridgeton,NJ,foot,False,False,"Bridgeton Police Department, NJ",2017.0
2080,2017-02-10,25.0,male,gun,Black,Greensboro,NC,other,True,False,"Greensboro Police Department, NC",2017.0
2081,2017-02-10,45.0,male,gun,White,Bethany,OK,not,False,False,"Bethany Police Department, OK",2017.0
2082,2017-02-10,55.0,female,knife,White,Chicago,IL,not,False,True,"Chicago Police Department, IL",2017.0
2085,2017-02-10,31.0,male,gun,Black,Nashville,TN,foot,False,False,"Nashville Police Department, TN",2017.0
2086,2017-02-10,25.0,male,knife,White,Vancouver,WA,foot,False,False,"Vancouver Police Department, WA",2017.0
2087,2017-02-11,32.0,male,blunt_object,White,Louisville,KY,not,True,True,"Louisville Metro Police Department, KY",2017.0
2088,2017-02-11,27.0,male,gun,Black,Kansas City,MO,not,False,False,"Kansas City Police Department, MO",2017.0
2090,2017-02-11,37.0,male,gun,White,Greenville,SC,not,False,False,"Greenville County Sheriff's Department, SC",2017.0
2091,2017-02-12,26.0,male,knife,Hispanic,Santa Barbara,CA,foot,False,True,"Santa Barbara County Sheriff's Department, CA",2017.0
2092,2017-02-12,31.0,male,gun,Black,Durham,NC,other,False,False,"North Carolina State Highway Patrol, NC",2017.0
2093,2017-02-12,40.0,male,vehicle,White,Terrell,TX,other,False,False,"Kaufman County Sheriff's Office, TX",2017.0
2094,2017-02-13,19.0,male,unarmed,Black,Detroit,MI,other,False,False,"Detroit Police Department, MI",2017.0
2095,2017-02-13,53.0,male,gun,White,Golden Shores,AZ,not,False,False,"Lake Havasu City Police Department, AZ",2017.0
2097,2017-02-14,64.0,male,gun,White,Shelbyville,IN,not,False,False,"Shelby County Sheriff's Office, IN",2017.0
2098,2017-02-14,35.0,male,gun,White,Vincennes,IN,other,False,False,"Indiana State Police, IN",2017.0
2099,2017-02-14,53.0,male,knife,White,Columbus,OH,not,False,True,"Columbus Police Department, OH",2017.0
2100,2017-02-15,55.0,male,unknown,Hispanic,Newman,CA,not,False,False,"Newman Police Department, CA",2017.0
2101,2017-02-15,33.0,male,knife,White,Cape Girardeau,MO,not,False,False,"Cape Girardeau Police Department, MO",2017.0
2102,2017-02-15,24.0,male,gun,Black,Durham,NC,foot,False,False,"Durham Police Department, NC",2017.0
2103,2017-02-16,22.0,male,gun,White,Douglas City,CA,not,False,False,"Trinity County Sheriff's Office, CA",2017.0
2104,2017-02-16,21.0,male,gun,Black,Gardena,CA,foot,False,False,"Gardena Police Department, CA",2017.0
2105,2017-02-16,48.0,male,gun,Hispanic,San Antonio,TX,not,False,False,"San Antonio Police Department, TX",2017.0
2106,2017-02-16,17.0,male,gun,Black,Brooklyn,NY,foot,False,False,"New York Police Department, NY",2017.0
2107,2017-02-17,32.0,male,gun,White,Oakland,CA,not,False,False,"Oakland Police Department, CA",2017.0
2108,2017-02-17,35.0,male,gun,Black,Big Lake,AK,not,False,False,"Alaska State Troopers, AK",2017.0
2109,2017-02-17,34.0,male,knife,White,Tulsa,OK,not,False,True,"Tulsa Police Department, OK",2017.0
2110,2017-02-17,30.0,male,unarmed,White,Grand Prarie,TX,not,True,True,"Grand Prairie Police Department, TX",2017.0
2111,2017-02-18,46.0,male,gun,Black,Efland,NC,not,False,False,"Orange County Sheriff's Office, NC",2017.0
2112,2017-02-18,22.0,male,replica,Black,Portland,ME,not,False,True,"Portland Police Department, ME",2017.0
2113,2017-02-19,26.0,male,gun,Hispanic,Tucson,AZ,not,False,False,"Pima County Sheriff's Department, AZ",2017.0
2114,2017-02-19,33.0,male,gun,White,Bull Shoals,AR,not,False,False,"Bull Shoals Police Department, AR;Marion County Sheriff's Office, AR",2017.0
2115,2017-02-19,18.0,male,replica,Hispanic,New York,NY,foot,False,False,"New York Police Department, NY",2017.0
2116,2017-02-19,27.0,male,knife,Black,Kent,OH,not,False,False,"Kent Police Department, OH",2017.0
2117,2017-02-20,26.0,male,knife,White,Brooksville,FL,not,False,True,"Hernando County Sheriff's Department, FL",2017.0
2118,2017-02-20,27.0,male,unarmed,White,St. Joseph,MO,not,False,False,"St. Joseph Police Department, MO",2017.0
2119,2017-02-21,39.0,male,gun,Hispanic,Colorado Springs,CO,other,False,False,"Colorado Springs Police Department, CO",2017.0
2120,2017-02-21,25.0,male,gun,Hispanic,Ogden,UT,not,True,False,"Ogden Police Department, UT",2017.0
2121,2017-02-21,38.0,male,gun,Hispanic,Roy,UT,not,True,False,"Roy Police Department, UT",2017.0
2122,2017-02-21,63.0,male,gun,Black,St. Louis,MO,not,False,False,"St. Louis Police Department, MO",2017.0
2123,2017-02-21,51.0,male,gun,White,Beaverton,OR,not,False,True,"Beaverton Police Department, OR",2017.0
2124,2017-02-22,30.0,female,knife,Black,Austin,TX,car,False,True,"Austin Police Department, TX",2017.0
2125,2017-02-22,26.0,male,knife,White,Princeton,WV,not,False,True,"West Virginia State Police, WV",2017.0
2126,2017-02-22,41.0,male,knife,Black,Conroe,TX,not,False,False,"Montgomery County Sheriff's Office, TX",2017.0
2127,2017-02-23,47.0,male,gun,Black,Washington,DC,foot,True,False,"Metropolitan Police Department, DC",2017.0
2128,2017-02-23,24.0,male,gun,Hispanic,Reno,NV,foot,False,False,"Reno Police Department, NV",2017.0
2129,2017-02-23,38.0,male,gun,White,Columbus,OH,not,False,False,"Columbus Police Department, OH",2017.0
2130,2017-02-23,54.0,male,gun,Unknown,Fairfax,OK,not,False,False,"Fairfax Police Department, OK",2017.0
2131,2017-02-23,33.0,male,gun,Hispanic,Newton,KS,not,False,False,"Newton Police Department, KS",2017.0
2132,2017-02-24,33.0,female,gun,White,Lake Jackson,TX,car,False,False,"Lake Jackson Police Department, TX",2017.0
2133,2017-02-24,30.0,male,gun,White,London,KY,not,False,True,"Laurel County Sheriff's Office, KY",2017.0
2134,2017-02-24,62.0,male,gun,White,Reading,PA,not,False,False,"Reading Police Department, PA",2017.0
2135,2017-02-25,39.0,male,gun,White,Lumpkin,GA,car,False,False,"Georgia State Police, GA",2017.0
2136,2017-02-25,23.0,male,replica,Black,Rocklin,CA,foot,False,True,"Rocklin Police Department, CA",2017.0
2137,2017-02-26,66.0,male,gun,White,Floral City,FL,car,False,False,"Citrus County Sheriff's Department, FL",2017.0
2138,2017-02-26,36.0,male,gun,White,Aragonite,UT,not,False,True,"Tooele County Sheriff's Department, UT",2017.0
2139,2017-02-26,46.0,female,vehicle,White,Ripon,CA,car,False,False,"Stanislaus County Sheriff's Department, CA",2017.0
2140,2017-02-26,41.0,male,knife,White,Englewood,FL,not,False,False,"Charlotte County Sheriff's Office, FL",2017.0
2141,2017-02-27,40.0,male,gun,White,Corning,WI,not,False,False,"Lincoln County Sheriff's Department, WI",2017.0
2142,2017-02-27,27.0,male,gun,White,Shelby,NC,foot,False,True,"Shelby Police Department, NC",2017.0
2143,2017-02-28,43.0,male,gun,Hispanic,Houma,LA,not,False,True,"Houma Police Department, LA",2017.0
2144,2017-02-28,20.0,male,gun,Black,Orlando,FL,foot,False,False,"Orlando Police Department, FL",2017.0
2145,2017-02-28,25.0,male,gun,Black,Houston,TX,not,False,False,"Houston Police Department, TX",2017.0
2146,2017-03-01,40.0,male,knife,Black,Lufkin,TX,not,True,False,"Lufkin Police Department, TX",2017.0
2147,2017-03-02,37.0,male,knife,Hispanic,Paterson,NJ,not,False,True,"Paterson Police Department, NJ",2017.0
2148,2017-03-02,25.0,male,gun,Hispanic,Reno,NV,not,False,False,"Reno Police Department, NV",2017.0
2149,2017-03-02,27.0,male,replica,Hispanic,Phoenix,AZ,not,False,False,"Phoenix Police Department, AZ",2017.0
2150,2017-03-02,34.0,male,blunt_object,Hispanic,San Marcos,CA,not,False,False,"San Marcos Police Department, CA",2017.0
2151,2017-03-02,33.0,male,gun,White,Rib Mountain,WI,not,False,True,"Marathon County Sheriff's Department, WI",2017.0
2152,2017-03-03,25.0,male,replica,Native American,Lemoore,CA,not,False,False,"Lemoore Police Department, CA",2017.0
2153,2017-03-03,32.0,male,gun,White,Englewood,CO,not,False,True,"Englewood Police Department, CO",2017.0
2154,2017-03-04,26.0,male,blunt_object,White,Cabazon,CA,foot,False,False,"Riverside County Sheriff's Department, CA",2017.0
2155,2017-03-04,70.0,male,blunt_object,Hispanic,Los Angeles,CA,not,False,False,"Los Angeles Police Department, CA",2017.0
2156,2017-03-04,50.0,male,gun,White,Fountain Inn,SC,not,False,True,"Greenville County Sheriff's Department, SC",2017.0
2158,2017-03-07,41.0,male,knife,Black,Ladera Heights,CA,not,False,True,"Los Angeles County Sheriff's Department, CA",2017.0
2159,2017-03-07,38.0,male,undetermined,White,Medina,OH,car,False,False,"Strongsville Police Department, OH",2017.0
2160,2017-03-08,25.0,male,gun,White,Charlotte,NC,not,False,True,"Charlotte Mecklenburg Police Department, NC",2017.0
2161,2017-03-08,37.40950678304764,male,knife,Unknown,Riverside,CA,not,False,False,"Riverside County Sheriff's Department, CA",2017.0
2162,2017-03-08,91.0,male,gun,White,Union Township,PA,not,False,False,"Union Township Police (Lawrence Co.), PA",2017.0
2163,2017-03-09,29.0,male,"blunt_object,blunt_object",White,Huntington Beach,CA,not,False,True,"Huntington Beach Police Department, CA",2017.0
2165,2017-03-10,40.0,male,gun,White,Escondido,CA,not,False,True,"Escondido Police Department, CA",2017.0
2167,2017-03-11,51.0,male,gun,White,Midlothian,TX,not,False,False,"Midlothian Police Department, TX",2017.0
2168,2017-03-12,28.0,male,knife,Hispanic,Bellingham,WA,foot,True,False,"Bellingham Police Department, WA",2017.0
2169,2017-03-12,33.0,male,knife,Hispanic,Orange,CA,not,False,True,"Orange Police Department, CA",2017.0
2171,2017-03-13,23.0,male,knife,White,Napa,CA,not,False,True,"Napa Police Department, CA",2017.0
2175,2017-03-14,18.0,male,gun,White,Westminster,CO,not,False,False,"Colorado State Patrol, CO",2017.0
2179,2017-03-15,29.0,male,gun,Black,St. Paul,MN,not,False,False,"St. Paul Police Department, MN",2017.0
2180,2017-03-16,47.0,male,knife,White,Bandera,TX,not,False,False,"Bandera County Sheriff's Office, TX",2017.0
2182,2017-03-16,58.0,male,gun,White,Deltona,FL,not,False,True,"Volusia County Sheriff's Department, FL",2017.0
2183,2017-03-16,32.0,male,gun,Black,Fayetteville,NC,not,False,False,"Fayetteville Police Department, NC",2017.0
2184,2017-03-16,32.0,male,gun,Black,Milwaukee,WI,not,True,False,"Milwaukee Police Department, WI",2017.0
2185,2017-03-16,34.0,male,gun,Black,Warren,MI,not,False,False,"U.S. Marshals Service, MI",2017.0
2186,2017-03-17,25.0,male,knife,Black,Chico,CA,not,False,True,"Chico Police Department, CA",2017.0
2187,2017-03-17,59.0,female,replica,White,Lakeland,TN,not,False,True,"Shelby County Sheriff's Office, TN",2017.0
2188,2017-03-17,25.0,male,knife,White,Presque Isle,ME,not,False,False,"Presque Isle Police Department, ME",2017.0
2190,2017-03-18,42.0,male,gun,White,Boise,ID,not,False,False,"Boise Police Department, ID",2017.0
2191,2017-03-18,25.0,male,gun,White,Wichita,KS,not,False,False,"Wichita Police Department, KS",2017.0
2192,2017-03-19,37.40950678304764,male,knife,Unknown,Desert Hot Springs,CA,not,False,False,"Riverside County Sheriff's Department, CA",2017.0
2193,2017-03-19,45.0,male,gun,Hispanic,DeLand,FL,car,False,True,"Volusia County Sheriff's Department, FL",2017.0
2194,2017-03-19,19.0,male,gun,White,Cape Canaveral,FL,foot,False,False,"Brevard County Sheriff's Office, FL",2017.0
2195,2017-03-19,21.0,female,unarmed,Black,Gifford,FL,not,False,False,"Indian River County Sheriff's Office, FL",2017.0
2196,2017-03-19,59.0,male,gun,White,Affton,MO,other,False,False,"St. Louis County Police Department, MO",2017.0
2199,2017-03-22,27.0,male,gun,Black,Crowley,LA,not,False,False,"Crowley Police Department, LA",2017.0
2200,2017-03-22,42.0,male,knife,White,Booneville,KY,not,False,False,"Owsley County Sheriff's Department, KY",2017.0
2201,2017-03-23,24.0,male,knife,Hispanic,Phoenix,AZ,not,False,False,"Phoenix Police Department, AZ",2017.0
2202,2017-03-23,42.0,male,knife,Black,Sheridan,AR,car,False,False,"North Little Rock Police Department, AR",2017.0
2203,2017-03-23,51.0,male,knife,Black,Des Moines,WA,not,False,True,"Kent Police Department, WA",2017.0
2204,2017-03-24,26.0,male,gun,Hispanic,Cisco,TX,foot,False,False,"Texas Department of Public Safety, TX",2017.0
2205,2017-03-24,18.0,male,gun,White,Cottonwood,CA,not,False,False,"California Highway Patrol, CA",2017.0
2206,2017-03-24,39.0,male,knife,Black,Baltimore,MD,not,True,True,"Baltimore Police Department, MD",2017.0
2207,2017-03-25,35.0,male,gun,Hispanic,Los Angeles,CA,foot,False,False,"Los Angeles Police Department, CA",2017.0
2208,2017-03-26,56.0,male,unarmed,White,Delray Beach,FL,not,False,True,"Florida Highway Patrol, FL",2017.0
2209,2017-03-26,36.0,male,gun,White,Wasilla,AK,other,False,False,"Alaska State Troopers, AK",2017.0
2210,2017-03-26,54.0,male,gun,White,Little Rock,AR,foot,False,False,"Little Rock Police Department, AR",2017.0
2211,2017-03-26,53.0,male,gun,White,Anderson,CA,not,False,False,"Anderson Police Department, CA",2017.0
2212,2017-03-27,28.0,male,knife,White,Montgomery Village,MD,not,True,False,"Montgomery County Police Department, MD",2017.0
